Date,Room,Type,Description,Additional Description
2025-08-21T08:05:04.214,103,Value monitoring,Door 0 -> 1,
2025-08-21T08:05:04.223,103,Value monitoring,DND 1 -> 0,
2025-08-21T08:05:04.240,103,Value monitoring,MUR 0 -> 1,
2025-08-21T08:05:14.184,103,Value monitoring,DND 0 -> 1,
2025-08-21T08:05:14.193,103,Value monitoring,MUR 1 -> 0,
2025-08-21T08:05:24.014,103,Value monitoring,DND 1 -> 0,
2025-08-21T08:05:24.032,103,Value monitoring,MUR 0 -> 1,
2025-08-21T08:05:34.027,103,Value monitoring,Window  0 -> 1,
2025-08-21T08:05:34.038,103,Value monitoring,Door 1 -> 0,
2025-08-21T08:05:34.048,103,Value monitoring,DND 0 -> 1,
2025-08-11T14:47:29.699,101,Value monitoring,Door 1 -> 0,
2025-08-11T14:47:32.463,101,Value monitoring,Door 0 -> 1,
2025-08-19T23:46:14.634,103,Value monitoring,Window  0 -> 1,
2025-08-19T23:46:14.646,103,Value monitoring,Door 1 -> 0,
2025-08-19T23:46:19.681,103,Value monitoring,DND 0 -> 1,
2025-08-19T23:46:19.693,103,Value monitoring,MUR 1 -> 0,
2025-08-19T23:46:31.750,103,Value monitoring,DND 1 -> 0,
2025-08-19T23:46:31.760,103,Value monitoring,MUR 0 -> 1,
2025-08-19T23:46:41.589,103,Value monitoring,DND 0 -> 1,
2025-08-19T23:46:41.596,103,Value monitoring,MUR 1 -> 0,
2025-08-19T23:46:44.011,103,Value monitoring,Window  1 -> 0,
2025-08-19T23:46:44.018,103,Value monitoring,Door 0 -> 1,
2025-08-19T23:46:51.300,103,Value monitoring,DND 1 -> 0,
2025-08-19T23:46:51.310,103,Value monitoring,MUR 0 -> 1,
2025-08-20T18:00:25.597,103,Value monitoring,DND 1 -> 0,
2025-08-20T18:00:25.604,103,Value monitoring,MUR 0 -> 1,
2025-08-20T18:00:30.620,103,Value monitoring,DND 0 -> 1,
2025-08-20T18:00:30.653,103,Value monitoring,MUR 1 -> 0,
2025-08-20T18:00:36.583,103,Value monitoring,Window  0 -> 1,
2025-08-20T18:00:36.594,103,Value monitoring,Door 1 -> 0,
2025-08-20T18:00:39.464,103,Value monitoring,DND 1 -> 0,
2025-08-20T18:00:39.472,103,Value monitoring,MUR 0 -> 1,
2025-08-20T18:00:49.763,103,Value monitoring,DND 0 -> 1,
2025-08-20T18:00:49.773,103,Value monitoring,MUR 1 -> 0,
2025-08-21T03:52:30.548,103,Value monitoring,DND 0 -> 1,
2025-08-21T03:52:30.577,103,Value monitoring,MUR 1 -> 0,
2025-08-21T08:05:34.056,103,Value monitoring,MUR 1 -> 0,
2025-08-21T08:05:44.208,103,Value monitoring,DND 1 -> 0,
2025-08-21T08:05:44.227,103,Value monitoring,MUR 0 -> 1,
2025-08-21T08:05:53.778,103,Value monitoring,DND 0 -> 1,
2025-08-21T08:05:53.784,103,Value monitoring,MUR 1 -> 0,
2025-08-21T08:06:03.975,103,Value monitoring,Window  1 -> 0,
2025-08-21T08:06:03.986,103,Value monitoring,Door 0 -> 1,
2025-08-21T08:06:03.997,103,Value monitoring,DND 1 -> 0,
2025-08-21T08:06:04.007,103,Value monitoring,MUR 0 -> 1,
2025-08-21T08:06:14.092,103,Value monitoring,DND 0 -> 1,
2025-08-21T08:06:14.103,103,Value monitoring,MUR 1 -> 0,
2025-08-21T08:06:24.086,103,Value monitoring,DND 1 -> 0,
2025-08-21T08:06:24.095,103,Value monitoring,MUR 0 -> 1,
2025-08-21T08:06:34.028,103,Value monitoring,Window  0 -> 1,
2025-08-21T08:06:34.033,103,Value monitoring,Door 1 -> 0,
2025-08-21T08:06:34.044,103,Value monitoring,DND 0 -> 1,
2025-08-21T08:06:34.052,103,Value monitoring,MUR 1 -> 0,
2025-08-21T08:06:44.116,103,Value monitoring,DND 1 -> 0,
2025-08-21T08:06:44.123,103,Value monitoring,MUR 0 -> 1,
2025-08-21T08:06:53.794,103,Value monitoring,DND 0 -> 1,
2025-08-21T08:06:53.802,103,Value monitoring,MUR 1 -> 0,
2025-08-21T08:07:03.809,103,Value monitoring,Window  1 -> 0,
2025-08-21T08:07:03.819,103,Value monitoring,Door 0 -> 1,
2025-08-21T08:07:03.828,103,Value monitoring,DND 1 -> 0,
2025-08-21T08:07:03.836,103,Value monitoring,MUR 0 -> 1,
2025-08-21T08:07:13.699,103,Value monitoring,DND 0 -> 1,
2025-08-21T08:07:13.709,103,Value monitoring,MUR 1 -> 0,
2025-08-21T08:07:23.597,103,Value monitoring,DND 1 -> 0,
2025-08-21T08:07:23.604,103,Value monitoring,MUR 0 -> 1,
2025-08-21T08:07:33.116,103,Value monitoring,DND 0 -> 1,
2025-08-21T08:07:33.225,103,Value monitoring,MUR 1 -> 0,
2025-08-21T08:07:36.056,103,Value monitoring,Window  0 -> 1,
2025-08-21T08:07:36.066,103,Value monitoring,Door 1 -> 0,
2025-08-21T08:07:43.395,103,Value monitoring,DND 1 -> 0,
2025-08-21T08:07:43.461,103,Value monitoring,MUR 0 -> 1,
2025-08-21T08:07:53.549,103,Value monitoring,DND 0 -> 1,
2025-08-21T08:07:53.560,103,Value monitoring,MUR 1 -> 0,
2025-08-21T08:08:03.524,103,Value monitoring,Window  1 -> 0,
2025-08-21T08:08:03.537,103,Value monitoring,Door 0 -> 1,
2025-08-21T08:08:03.547,103,Value monitoring,DND 1 -> 0,
2025-08-21T08:08:03.557,103,Value monitoring,MUR 0 -> 1,
2025-08-21T08:08:13.459,103,Value monitoring,DND 0 -> 1,
2025-08-21T08:08:13.469,103,Value monitoring,MUR 1 -> 0,
2025-08-21T08:08:23.243,103,Value monitoring,DND 1 -> 0,
2025-08-21T08:08:23.255,103,Value monitoring,MUR 0 -> 1,
2025-08-21T08:08:33.036,103,Value monitoring,DND 0 -> 1,
2025-08-21T08:08:33.046,103,Value monitoring,MUR 1 -> 0,
2025-08-11T14:53:08.629,101,Value monitoring,Door 1 -> 0,
2025-08-11T14:53:12.318,101,Value monitoring,Door 0 -> 1,
2025-08-19T23:47:00.758,103,Value monitoring,DND 0 -> 1,
2025-08-19T23:47:00.769,103,Value monitoring,MUR 1 -> 0,
2025-08-19T23:47:10.947,103,Value monitoring,DND 1 -> 0,
2025-08-19T23:47:10.960,103,Value monitoring,MUR 0 -> 1,
2025-08-19T23:47:15.934,103,Value monitoring,Window  0 -> 1,
2025-08-19T23:47:15.944,103,Value monitoring,Door 1 -> 0,
2025-08-19T23:47:24.983,103,Value monitoring,DND 0 -> 1,
2025-08-19T23:47:24.996,103,Value monitoring,MUR 1 -> 0,
2025-08-19T23:47:30.072,103,Value monitoring,DND 1 -> 0,
2025-08-19T23:47:30.081,103,Value monitoring,MUR 0 -> 1,
2025-08-19T23:47:40.585,103,Value monitoring,DND 0 -> 1,
2025-08-19T23:47:40.595,103,Value monitoring,MUR 1 -> 0,
2025-08-19T23:47:45.171,103,Value monitoring,Window  1 -> 0,
2025-08-19T23:47:45.196,103,Value monitoring,Door 0 -> 1,
2025-08-19T23:47:50.198,103,Value monitoring,DND 1 -> 0,
2025-08-19T23:47:50.221,103,Value monitoring,MUR 0 -> 1,
2025-08-20T18:01:00.901,103,Value monitoring,DND 1 -> 0,
2025-08-20T18:01:00.911,103,Value monitoring,MUR 0 -> 1,
2025-08-20T18:01:07.007,103,Value monitoring,Window  1 -> 0,
2025-08-20T18:01:07.019,103,Value monitoring,Door 0 -> 1,
2025-08-20T18:01:10.408,103,Value monitoring,DND 0 -> 1,
2025-08-20T18:01:10.479,103,Value monitoring,MUR 1 -> 0,
2025-08-21T03:52:40.324,103,Value monitoring,DND 1 -> 0,
2025-08-21T03:52:40.337,103,Value monitoring,MUR 0 -> 1,
2025-08-21T03:52:47.624,103,Value monitoring,Window  1 -> 0,
2025-08-21T03:52:47.632,103,Value monitoring,Door 0 -> 1,
2025-08-21T03:52:50.094,103,Value monitoring,DND 0 -> 1,
2025-08-21T03:52:50.099,103,Value monitoring,MUR 1 -> 0,
2025-08-21T03:53:00.083,103,Value monitoring,DND 1 -> 0,
2025-08-21T03:53:00.097,103,Value monitoring,MUR 0 -> 1,
2025-08-21T03:53:12.930,103,Value monitoring,DND 0 -> 1,
2025-08-21T03:53:12.940,103,Value monitoring,MUR 1 -> 0,
2025-08-21T03:53:15.758,103,Value monitoring,Window  0 -> 1,
2025-08-21T03:53:15.767,103,Value monitoring,Door 1 -> 0,
2025-08-21T03:53:20.798,103,Value monitoring,DND 1 -> 0,
2025-08-21T03:53:20.810,103,Value monitoring,MUR 0 -> 1,
2025-08-21T03:53:31.115,103,Value monitoring,DND 0 -> 1,
2025-08-21T03:53:31.122,103,Value monitoring,MUR 1 -> 0,
2025-08-21T03:53:40.999,103,Value monitoring,DND 1 -> 0,
2025-08-21T03:53:41.006,103,Value monitoring,MUR 0 -> 1,
2025-08-21T03:53:45.880,103,Value monitoring,Window  1 -> 0,
2025-08-21T03:53:45.886,103,Value monitoring,Door 0 -> 1,
2025-08-21T03:53:50.709,103,Value monitoring,DND 0 -> 1,
2025-08-21T03:53:50.719,103,Value monitoring,MUR 1 -> 0,
2025-08-21T03:54:00.600,103,Value monitoring,DND 1 -> 0,
2025-08-21T03:54:00.619,103,Value monitoring,MUR 0 -> 1,
2025-08-21T03:54:10.839,103,Value monitoring,DND 0 -> 1,
2025-08-21T03:54:10.869,103,Value monitoring,MUR 1 -> 0,
2025-08-21T03:54:15.904,103,Value monitoring,Window  0 -> 1,
2025-08-21T03:54:15.914,103,Value monitoring,Door 1 -> 0,
2025-08-21T03:54:20.795,103,Value monitoring,DND 1 -> 0,
2025-08-21T03:54:20.818,103,Value monitoring,MUR 0 -> 1,
2025-08-21T08:08:35.583,103,Value monitoring,Window  0 -> 1,
2025-08-21T08:08:35.594,103,Value monitoring,Door 1 -> 0,
2025-08-21T08:08:42.781,103,Value monitoring,DND 1 -> 0,
2025-08-21T08:08:42.787,103,Value monitoring,MUR 0 -> 1,
2025-08-21T08:08:54.889,103,Value monitoring,DND 0 -> 1,
2025-08-21T08:08:54.899,103,Value monitoring,MUR 1 -> 0,
2025-08-21T08:09:03.653,103,Value monitoring,Window  1 -> 0,
2025-08-21T08:09:03.665,103,Value monitoring,Door 0 -> 1,
2025-08-21T08:09:03.673,103,Value monitoring,DND 1 -> 0,
2025-08-21T08:09:03.683,103,Value monitoring,MUR 0 -> 1,
2025-08-21T08:09:13.758,103,Value monitoring,DND 0 -> 1,
2025-08-21T08:09:13.766,103,Value monitoring,MUR 1 -> 0,
2025-08-21T08:09:23.919,103,Value monitoring,DND 1 -> 0,
2025-08-21T08:09:23.929,103,Value monitoring,MUR 0 -> 1,
2025-08-21T08:09:34.171,103,Value monitoring,Window  0 -> 1,
2025-08-21T08:09:34.179,103,Value monitoring,Door 1 -> 0,
2025-08-21T08:09:34.189,103,Value monitoring,DND 0 -> 1,
2025-08-21T08:09:34.198,103,Value monitoring,MUR 1 -> 0,
2025-08-21T08:09:43.669,103,Value monitoring,DND 1 -> 0,
2025-08-21T08:09:43.679,103,Value monitoring,MUR 0 -> 1,
2025-08-21T08:09:53.307,103,Value monitoring,DND 0 -> 1,
2025-08-21T08:09:53.317,103,Value monitoring,MUR 1 -> 0,
2025-08-21T08:10:05.351,103,Value monitoring,Window  1 -> 0,
2025-08-21T08:10:05.355,103,Value monitoring,Door 0 -> 1,
2025-08-21T08:10:05.365,103,Value monitoring,DND 1 -> 0,
2025-08-21T08:10:05.373,103,Value monitoring,MUR 0 -> 1,
2025-08-21T08:10:13.133,103,Value monitoring,DND 0 -> 1,
2025-08-11T15:27:45.329,101,Value monitoring,Door 1 -> 0,
2025-08-11T15:27:48.501,101,Value monitoring,Door 0 -> 1,
2025-08-19T23:48:00.496,103,Value monitoring,DND 0 -> 1,
2025-08-19T23:48:00.507,103,Value monitoring,MUR 1 -> 0,
2025-08-19T23:48:10.784,103,Value monitoring,DND 1 -> 0,
2025-08-19T23:48:10.793,103,Value monitoring,MUR 0 -> 1,
2025-08-19T23:48:15.649,103,Value monitoring,Window  0 -> 1,
2025-08-19T23:48:15.656,103,Value monitoring,Door 1 -> 0,
2025-08-19T23:48:20.368,103,Value monitoring,DND 0 -> 1,
2025-08-19T23:48:20.379,103,Value monitoring,MUR 1 -> 0,
2025-08-19T23:48:29.989,103,Value monitoring,DND 1 -> 0,
2025-08-19T23:48:30.001,103,Value monitoring,MUR 0 -> 1,
2025-08-19T23:48:39.908,103,Value monitoring,DND 0 -> 1,
2025-08-19T23:48:39.917,103,Value monitoring,MUR 1 -> 0,
2025-08-19T23:48:44.615,103,Value monitoring,Window  1 -> 0,
2025-08-19T23:48:44.621,103,Value monitoring,Door 0 -> 1,
2025-08-19T23:48:52.045,103,Value monitoring,DND 1 -> 0,
2025-08-19T23:48:52.053,103,Value monitoring,MUR 0 -> 1,
2025-08-19T23:49:01.983,103,Value monitoring,DND 0 -> 1,
2025-08-19T23:49:01.993,103,Value monitoring,MUR 1 -> 0,
2025-08-19T23:49:11.642,103,Value monitoring,DND 1 -> 0,
2025-08-19T23:49:11.648,103,Value monitoring,MUR 0 -> 1,
2025-08-19T23:49:14,103,Value monitoring,Window  0 -> 1,
2025-08-19T23:49:14.005,103,Value monitoring,Door 1 -> 0,
2025-08-19T23:49:21.176,103,Value monitoring,DND 0 -> 1,
2025-08-19T23:49:21.187,103,Value monitoring,MUR 1 -> 0,
2025-08-19T23:49:31.007,103,Value monitoring,DND 1 -> 0,
2025-08-19T23:49:31.015,103,Value monitoring,MUR 0 -> 1,
2025-08-19T23:49:41.365,103,Value monitoring,DND 0 -> 1,
2025-08-19T23:49:41.382,103,Value monitoring,MUR 1 -> 0,
2025-08-19T23:49:46.304,103,Value monitoring,Window  1 -> 0,
2025-08-19T23:49:46.339,103,Value monitoring,Door 0 -> 1,
2025-08-19T23:49:51.303,103,Value monitoring,DND 1 -> 0,
2025-08-19T23:49:51.310,103,Value monitoring,MUR 0 -> 1,
2025-08-19T23:50:01.510,103,Value monitoring,DND 0 -> 1,
2025-08-19T23:50:01.521,103,Value monitoring,MUR 1 -> 0,
2025-08-19T23:50:11.528,103,Value monitoring,DND 1 -> 0,
2025-08-19T23:50:11.539,103,Value monitoring,MUR 0 -> 1,
2025-08-19T23:50:16.307,103,Value monitoring,Window  0 -> 1,
2025-08-19T23:50:16.343,103,Value monitoring,Door 1 -> 0,
2025-08-19T23:50:20.973,103,Value monitoring,DND 0 -> 1,
2025-08-19T23:50:20.995,103,Value monitoring,MUR 1 -> 0,
2025-08-19T23:50:30.351,103,Value monitoring,DND 1 -> 0,
2025-08-19T23:50:30.369,103,Value monitoring,MUR 0 -> 1,
2025-08-19T23:50:40.279,103,Value monitoring,DND 0 -> 1,
2025-08-19T23:50:40.290,103,Value monitoring,MUR 1 -> 0,
2025-08-19T23:50:45.163,103,Value monitoring,Window  1 -> 0,
2025-08-19T23:50:45.172,103,Value monitoring,Door 0 -> 1,
2025-08-19T23:50:52.710,103,Value monitoring,DND 1 -> 0,
2025-08-19T23:50:52.721,103,Value monitoring,MUR 0 -> 1,
2025-08-19T23:51:02.460,103,Value monitoring,DND 0 -> 1,
2025-08-19T23:51:02.468,103,Value monitoring,MUR 1 -> 0,
2025-08-19T23:51:12.673,103,Value monitoring,DND 1 -> 0,
2025-08-19T23:51:12.678,103,Value monitoring,MUR 0 -> 1,
2025-08-19T23:51:15.115,103,Value monitoring,Window  0 -> 1,
2025-08-19T23:51:15.125,103,Value monitoring,Door 1 -> 0,
2025-08-19T23:51:22.301,103,Value monitoring,DND 0 -> 1,
2025-08-19T23:51:22.312,103,Value monitoring,MUR 1 -> 0,
2025-08-19T23:51:31.992,103,Value monitoring,DND 1 -> 0,
2025-08-19T23:51:31.999,103,Value monitoring,MUR 0 -> 1,
2025-08-19T23:51:41.920,103,Value monitoring,DND 0 -> 1,
2025-08-19T23:51:41.946,103,Value monitoring,MUR 1 -> 0,
2025-08-19T23:51:44.199,103,Value monitoring,Window  1 -> 0,
2025-08-19T23:51:44.209,103,Value monitoring,Door 0 -> 1,
2025-08-19T23:51:51.097,103,Value monitoring,DND 1 -> 0,
2025-08-19T23:51:51.105,103,Value monitoring,MUR 0 -> 1,
2025-08-19T23:52:00.934,103,Value monitoring,DND 0 -> 1,
2025-08-19T23:52:00.941,103,Value monitoring,MUR 1 -> 0,
2025-08-19T23:52:10.527,103,Value monitoring,DND 1 -> 0,
2025-08-19T23:52:10.536,103,Value monitoring,MUR 0 -> 1,
2025-08-19T23:52:15.391,103,Value monitoring,Window  0 -> 1,
2025-08-19T23:52:15.404,103,Value monitoring,Door 1 -> 0,
2025-08-19T23:52:22.580,103,Value monitoring,DND 0 -> 1,
2025-08-19T23:52:22.591,103,Value monitoring,MUR 1 -> 0,
2025-08-19T23:52:32.127,103,Value monitoring,DND 1 -> 0,
2025-08-19T23:52:32.135,103,Value monitoring,MUR 0 -> 1,
2025-08-11T15:51:44.075,101,Value monitoring,Door 1 -> 0,
2025-08-11T15:51:47.875,101,Value monitoring,Door 0 -> 1,
2025-08-19T23:52:42.244,103,Value monitoring,DND 0 -> 1,
2025-08-19T23:52:42.251,103,Value monitoring,MUR 1 -> 0,
2025-08-19T23:52:44.710,103,Value monitoring,Window  1 -> 0,
2025-08-19T23:52:44.721,103,Value monitoring,Door 0 -> 1,
2025-08-19T23:52:52.285,103,Value monitoring,DND 1 -> 0,
2025-08-19T23:52:52.292,103,Value monitoring,MUR 0 -> 1,
2025-08-19T23:53:01.982,103,Value monitoring,DND 0 -> 1,
2025-08-19T23:53:01.993,103,Value monitoring,MUR 1 -> 0,
2025-08-19T23:53:11.749,103,Value monitoring,DND 1 -> 0,
2025-08-19T23:53:11.760,103,Value monitoring,MUR 0 -> 1,
2025-08-19T23:53:16.661,103,Value monitoring,Window  0 -> 1,
2025-08-19T23:53:16.688,103,Value monitoring,Door 1 -> 0,
2025-08-19T23:53:21.556,103,Value monitoring,DND 0 -> 1,
2025-08-19T23:53:21.563,103,Value monitoring,MUR 1 -> 0,
2025-08-19T23:53:31.911,103,Value monitoring,DND 1 -> 0,
2025-08-19T23:53:31.918,103,Value monitoring,MUR 0 -> 1,
2025-08-19T23:53:41.685,103,Value monitoring,DND 0 -> 1,
2025-08-19T23:53:41.692,103,Value monitoring,MUR 1 -> 0,
2025-08-19T23:53:46.650,103,Value monitoring,Window  1 -> 0,
2025-08-19T23:53:46.654,103,Value monitoring,Door 0 -> 1,
2025-08-19T23:53:51.563,103,Value monitoring,DND 1 -> 0,
2025-08-19T23:53:51.572,103,Value monitoring,MUR 0 -> 1,
2025-08-19T23:54:01.411,103,Value monitoring,DND 0 -> 1,
2025-08-19T23:54:01.418,103,Value monitoring,MUR 1 -> 0,
2025-08-19T23:54:11.609,103,Value monitoring,DND 1 -> 0,
2025-08-19T23:54:11.619,103,Value monitoring,MUR 0 -> 1,
2025-08-19T23:54:16.528,103,Value monitoring,Window  0 -> 1,
2025-08-19T23:54:16.538,103,Value monitoring,Door 1 -> 0,
2025-08-19T23:54:21.606,103,Value monitoring,DND 0 -> 1,
2025-08-19T23:54:21.612,103,Value monitoring,MUR 1 -> 0,
2025-08-19T23:54:31.712,103,Value monitoring,DND 1 -> 0,
2025-08-19T23:54:31.722,103,Value monitoring,MUR 0 -> 1,
2025-08-19T23:54:41.946,103,Value monitoring,DND 0 -> 1,
2025-08-19T23:54:41.955,103,Value monitoring,MUR 1 -> 0,
2025-08-19T23:54:46.899,103,Value monitoring,Window  1 -> 0,
2025-08-19T23:54:46.906,103,Value monitoring,Door 0 -> 1,
2025-08-19T23:54:51.721,103,Value monitoring,DND 1 -> 0,
2025-08-19T23:54:51.730,103,Value monitoring,MUR 0 -> 1,
2025-08-19T23:55:01.566,103,Value monitoring,DND 0 -> 1,
2025-08-19T23:55:01.621,103,Value monitoring,MUR 1 -> 0,
2025-08-19T23:55:11.317,103,Value monitoring,DND 1 -> 0,
2025-08-19T23:55:11.331,103,Value monitoring,MUR 0 -> 1,
2025-08-19T23:55:16.227,103,Value monitoring,Window  0 -> 1,
2025-08-19T23:55:16.234,103,Value monitoring,Door 1 -> 0,
2025-08-19T23:55:21.335,103,Value monitoring,DND 0 -> 1,
2025-08-19T23:55:21.343,103,Value monitoring,MUR 1 -> 0,
2025-08-19T23:55:33.572,103,Value monitoring,DND 1 -> 0,
2025-08-19T23:55:33.592,103,Value monitoring,MUR 0 -> 1,
2025-08-19T23:55:41.461,103,Value monitoring,DND 0 -> 1,
2025-08-19T23:55:41.469,103,Value monitoring,MUR 1 -> 0,
2025-08-19T23:55:46.369,103,Value monitoring,Window  1 -> 0,
2025-08-19T23:55:46.391,103,Value monitoring,Door 0 -> 1,
2025-08-19T23:55:51.438,103,Value monitoring,DND 1 -> 0,
2025-08-19T23:55:51.446,103,Value monitoring,MUR 0 -> 1,
2025-08-19T23:56:03.372,103,Value monitoring,DND 0 -> 1,
2025-08-19T23:56:03.400,103,Value monitoring,MUR 1 -> 0,
2025-08-19T23:56:13.482,103,Value monitoring,DND 1 -> 0,
2025-08-19T23:56:13.487,103,Value monitoring,MUR 0 -> 1,
2025-08-19T23:56:15.893,103,Value monitoring,Window  0 -> 1,
2025-08-19T23:56:15.901,103,Value monitoring,Door 1 -> 0,
2025-08-19T23:56:23.129,103,Value monitoring,DND 0 -> 1,
2025-08-19T23:56:23.139,103,Value monitoring,MUR 1 -> 0,
2025-08-19T23:56:32.878,103,Value monitoring,DND 1 -> 0,
2025-08-19T23:56:32.889,103,Value monitoring,MUR 0 -> 1,
2025-08-19T23:56:42.607,103,Value monitoring,DND 0 -> 1,
2025-08-19T23:56:42.615,103,Value monitoring,MUR 1 -> 0,
2025-08-11T15:56:43.908,101,Value monitoring,Door 1 -> 0,
2025-08-11T15:56:47.693,101,Value monitoring,Door 0 -> 1,
2025-08-19T23:56:45.217,103,Value monitoring,Window  1 -> 0,
2025-08-19T23:56:45.227,103,Value monitoring,Door 0 -> 1,
2025-08-19T23:56:52.636,103,Value monitoring,DND 1 -> 0,
2025-08-19T23:56:52.643,103,Value monitoring,MUR 0 -> 1,
2025-08-19T23:57:02.314,103,Value monitoring,DND 0 -> 1,
2025-08-19T23:57:02.324,103,Value monitoring,MUR 1 -> 0,
2025-08-19T23:57:12.242,103,Value monitoring,DND 1 -> 0,
2025-08-19T23:57:12.251,103,Value monitoring,MUR 0 -> 1,
2025-08-19T23:57:14.827,103,Value monitoring,Window  0 -> 1,
2025-08-19T23:57:14.835,103,Value monitoring,Door 1 -> 0,
2025-08-19T23:57:22.300,103,Value monitoring,DND 0 -> 1,
2025-08-19T23:57:22.309,103,Value monitoring,MUR 1 -> 0,
2025-08-19T23:57:32.158,103,Value monitoring,DND 1 -> 0,
2025-08-19T23:57:32.161,103,Value monitoring,MUR 0 -> 1,
2025-08-19T23:57:42.041,103,Value monitoring,DND 0 -> 1,
2025-08-19T23:57:42.049,103,Value monitoring,MUR 1 -> 0,
2025-08-19T23:57:44.661,103,Value monitoring,Window  1 -> 0,
2025-08-19T23:57:44.669,103,Value monitoring,Door 0 -> 1,
2025-08-19T23:57:52.233,103,Value monitoring,DND 1 -> 0,
2025-08-19T23:57:52.238,103,Value monitoring,MUR 0 -> 1,
2025-08-19T23:58:02.011,103,Value monitoring,DND 0 -> 1,
2025-08-19T23:58:02.021,103,Value monitoring,MUR 1 -> 0,
2025-08-19T23:58:11.838,103,Value monitoring,DND 1 -> 0,
2025-08-19T23:58:11.882,103,Value monitoring,MUR 0 -> 1,
2025-08-19T23:58:16.509,103,Value monitoring,Window  0 -> 1,
2025-08-19T23:58:16.519,103,Value monitoring,Door 1 -> 0,
2025-08-19T23:58:23.598,103,Value monitoring,DND 0 -> 1,
2025-08-19T23:58:23.607,103,Value monitoring,MUR 1 -> 0,
2025-08-19T23:58:33.856,103,Value monitoring,DND 1 -> 0,
2025-08-19T23:58:33.872,103,Value monitoring,MUR 0 -> 1,
2025-08-19T23:58:43.653,103,Value monitoring,DND 0 -> 1,
2025-08-19T23:58:43.661,103,Value monitoring,MUR 1 -> 0,
2025-08-19T23:58:46.244,103,Value monitoring,Window  1 -> 0,
2025-08-19T23:58:46.282,103,Value monitoring,Door 0 -> 1,
2025-08-19T23:58:53.408,103,Value monitoring,DND 1 -> 0,
2025-08-19T23:58:53.434,103,Value monitoring,MUR 0 -> 1,
2025-08-19T23:59:03.287,103,Value monitoring,DND 0 -> 1,
2025-08-19T23:59:03.298,103,Value monitoring,MUR 1 -> 0,
2025-08-19T23:59:13.457,103,Value monitoring,DND 1 -> 0,
2025-08-19T23:59:13.465,103,Value monitoring,MUR 0 -> 1,
2025-08-19T23:59:15.922,103,Value monitoring,Window  0 -> 1,
2025-08-19T23:59:15.929,103,Value monitoring,Door 1 -> 0,
2025-08-19T23:59:23.105,103,Value monitoring,DND 0 -> 1,
2025-08-19T23:59:23.129,103,Value monitoring,MUR 1 -> 0,
2025-08-19T23:59:32.903,103,Value monitoring,DND 1 -> 0,
2025-08-19T23:59:32.986,103,Value monitoring,MUR 0 -> 1,
2025-08-19T23:59:43.151,103,Value monitoring,DND 0 -> 1,
2025-08-19T23:59:43.223,103,Value monitoring,MUR 1 -> 0,
2025-08-19T23:59:45.553,103,Value monitoring,Window  1 -> 0,
2025-08-19T23:59:45.561,103,Value monitoring,Door 0 -> 1,
2025-08-19T23:59:52.809,103,Value monitoring,DND 1 -> 0,
2025-08-19T23:59:52.813,103,Value monitoring,MUR 0 -> 1,
2025-08-20T00:00:02.733,103,Value monitoring,DND 0 -> 1,
2025-08-20T00:00:02.744,103,Value monitoring,MUR 1 -> 0,
2025-08-20T00:00:12.731,103,Value monitoring,DND 1 -> 0,
2025-08-20T00:00:12.737,103,Value monitoring,MUR 0 -> 1,
2025-08-20T00:00:15.063,103,Value monitoring,Window  0 -> 1,
2025-08-20T00:00:15.070,103,Value monitoring,Door 1 -> 0,
2025-08-20T00:00:22.604,103,Value monitoring,DND 0 -> 1,
2025-08-20T00:00:22.614,103,Value monitoring,MUR 1 -> 0,
2025-08-20T00:00:32.279,103,Value monitoring,DND 1 -> 0,
2025-08-20T00:00:32.289,103,Value monitoring,MUR 0 -> 1,
2025-08-20T00:00:42.508,103,Value monitoring,DND 0 -> 1,
2025-08-20T00:00:42.517,103,Value monitoring,MUR 1 -> 0,
2025-08-20T00:00:44.843,103,Value monitoring,Window  1 -> 0,
2025-08-11T15:58:58.478,101,Value monitoring,Door 1 -> 0,
2025-08-20T00:00:44.859,103,Value monitoring,Door 0 -> 1,
2025-08-20T00:00:52.447,103,Value monitoring,DND 1 -> 0,
2025-08-20T00:00:52.456,103,Value monitoring,MUR 0 -> 1,
2025-08-20T00:01:02.086,103,Value monitoring,DND 0 -> 1,
2025-08-20T00:01:02.111,103,Value monitoring,MUR 1 -> 0,
2025-08-20T00:01:12.221,103,Value monitoring,DND 1 -> 0,
2025-08-20T00:01:12.226,103,Value monitoring,MUR 0 -> 1,
2025-08-20T00:01:17.131,103,Value monitoring,Window  0 -> 1,
2025-08-20T00:01:17.143,103,Value monitoring,Door 1 -> 0,
2025-08-20T00:01:22.180,103,Value monitoring,DND 0 -> 1,
2025-08-20T00:01:22.196,103,Value monitoring,MUR 1 -> 0,
2025-08-20T00:01:34.614,103,Value monitoring,DND 1 -> 0,
2025-08-20T00:01:34.621,103,Value monitoring,MUR 0 -> 1,
2025-08-20T00:01:42.186,103,Value monitoring,DND 0 -> 1,
2025-08-20T00:01:42.197,103,Value monitoring,MUR 1 -> 0,
2025-08-20T00:01:47.131,103,Value monitoring,Window  1 -> 0,
2025-08-20T00:01:47.140,103,Value monitoring,Door 0 -> 1,
2025-08-20T00:01:52.131,103,Value monitoring,DND 1 -> 0,
2025-08-20T00:01:52.136,103,Value monitoring,MUR 0 -> 1,
